,Please enter a question,Potential generic question,Generic answer number,InScope
,,Give me (Faculty) pgoto.,8,yes
,,Give me (Faculty) pjoto.,8,yes
,,Give me (Faculty) phito.,8,yes
,,Give me (Faculty) phpto.,8,yes
,,Give me (Faculty) phoro.,8,yes
,,Give me (Faculty) phoyo.,8,yes
,,Give me (Faculty) photi.,8,yes
,,Give me (Faculty) photp.,8,yes
,,What is (Faculty)'s picture?,8,yes
,,Qhat is (Faculty)'s picture?,8,yes
,,Ehat is (Faculty)'s picture?,8,yes
,,Wgat is (Faculty)'s picture?,8,yes
,,Wjat is (Faculty)'s picture?,8,yes
,,Whst is (Faculty)'s picture?,8,yes
,,Whar is (Faculty)'s picture?,8,yes
,,Whay is (Faculty)'s picture?,8,yes
,,What us (Faculty)'s picture?,8,yes
,,What os (Faculty)'s picture?,8,yes
,,What ia (Faculty)'s picture?,8,yes
,,What id (Faculty)'s picture?,8,yes
,,What is (Faculty)'a picture?,8,yes
,,What is (Faculty)'d picture?,8,yes
,,What is (Faculty)'s oicture?,8,yes
,,What is (Faculty)'s pucture?,8,yes
,,What is (Faculty)'s pocture?,8,yes
,,What is (Faculty)'s pixture?,8,yes
,,What is (Faculty)'s pivture?,8,yes
,,What is (Faculty)'s picrure?,8,yes
,,What is (Faculty)'s picyure?,8,yes
,,What is (Faculty)'s pictyre?,8,yes
,,What is (Faculty)'s pictire?,8,yes
,,What is (Faculty)'s pictuee?,8,yes
,,What is (Faculty)'s pictute?,8,yes
,,What is (Faculty)'s picturw?,8,yes
,,What is (Faculty)'s picturr?,8,yes
,,Do you have a picture of Vokolos?,8,yes
,,So you have a picture of Vokolos?,8,yes
,,Fo you have a picture of Vokolos?,8,yes
,,Di you have a picture of Vokolos?,8,yes
,,Dp you have a picture of Vokolos?,8,yes
,,Do tou have a picture of Vokolos?,8,yes
,,Do uou have a picture of Vokolos?,8,yes
,,Do yiu have a picture of Vokolos?,8,yes
,,Do ypu have a picture of Vokolos?,8,yes
,,Do yoy have a picture of Vokolos?,8,yes
,,Do yoi have a picture of Vokolos?,8,yes
,,Do you gave a picture of Vokolos?,8,yes
,,Do you jave a picture of Vokolos?,8,yes
,,Do you hsve a picture of Vokolos?,8,yes
,,Do you hace a picture of Vokolos?,8,yes
,,Do you habe a picture of Vokolos?,8,yes
,,Do you havw a picture of Vokolos?,8,yes
,,Do you havr a picture of Vokolos?,8,yes
,,Do you have s picture of Vokolos?,8,yes
,,Do you have a oicture of Vokolos?,8,yes
,,Do you have a pucture of Vokolos?,8,yes
,,Do you have a pocture of Vokolos?,8,yes
,,Do you have a pixture of Vokolos?,8,yes
,,Do you have a pivture of Vokolos?,8,yes
,,Do you have a picrure of Vokolos?,8,yes
,,Do you have a picyure of Vokolos?,8,yes
,,Do you have a pictyre of Vokolos?,8,yes
,,Do you have a pictire of Vokolos?,8,yes
,,Do you have a pictuee of Vokolos?,8,yes
,,Do you have a pictute of Vokolos?,8,yes
,,Do you have a picturw of Vokolos?,8,yes
,,Do you have a picturr of Vokolos?,8,yes
,,Do you have a picture if Vokolos?,8,yes
,,Do you have a picture pf Vokolos?,8,yes
,,Do you have a picture od Vokolos?,8,yes
,,Do you have a picture og Vokolos?,8,yes
,,Do you have a picture of Cokolos?,8,yes
,,Do you have a picture of Bokolos?,8,yes
,,Do you have a picture of Vikolos?,8,yes
,,Do you have a picture of Vpkolos?,8,yes
,,Do you have a picture of Vojolos?,8,yes
,,Do you have a picture of Vololos?,8,yes
,,Do you have a picture of Vokilos?,8,yes
,,Do you have a picture of Vokplos?,8,yes
,,Do you have a picture of Vokokos?,8,yes
,,Do you have a picture of Vokolis?,8,yes
,,Do you have a picture of Vokolps?,8,yes
,,Do you have a picture of Vokoloa?,8,yes
,,Do you have a picture of Vokolod?,8,yes
,,Do you have (Faculty)'s photo?,8,yes
,,So you have (Faculty)'s photo?,8,yes
,,Fo you have (Faculty)'s photo?,8,yes
,,Di you have (Faculty)'s photo?,8,yes
,,Dp you have (Faculty)'s photo?,8,yes
,,Do tou have (Faculty)'s photo?,8,yes
,,Do uou have (Faculty)'s photo?,8,yes
,,Do yiu have (Faculty)'s photo?,8,yes
,,Do ypu have (Faculty)'s photo?,8,yes
,,Do yoy have (Faculty)'s photo?,8,yes
,,Do yoi have (Faculty)'s photo?,8,yes
,,Do you gave (Faculty)'s photo?,8,yes
,,Do you jave (Faculty)'s photo?,8,yes
,,Do you hsve (Faculty)'s photo?,8,yes
,,Do you hace (Faculty)'s photo?,8,yes
,,Do you habe (Faculty)'s photo?,8,yes
,,Do you havw (Faculty)'s photo?,8,yes
,,Do you havr (Faculty)'s photo?,8,yes
,,Do you have (Faculty)'a photo?,8,yes
,,Do you have (Faculty)'d photo?,8,yes
,,Do you have (Faculty)'s ohoto?,8,yes
,,Do you have (Faculty)'s pgoto?,8,yes
,,Do you have (Faculty)'s pjoto?,8,yes
,,Do you have (Faculty)'s phito?,8,yes
,,Do you have (Faculty)'s phpto?,8,yes
,,Do you have (Faculty)'s phoro?,8,yes
,,Do you have (Faculty)'s phoyo?,8,yes
,,Do you have (Faculty)'s photi?,8,yes
,,Do you have (Faculty)'s photp?,8,yes
,,Do you have (Faculty)'s picture?,8,yes
,,So you have (Faculty)'s picture?,8,yes
,,Fo you have (Faculty)'s picture?,8,yes
,,Di you have (Faculty)'s picture?,8,yes
,,Dp you have (Faculty)'s picture?,8,yes
,,Do tou have (Faculty)'s picture?,8,yes
,,Do uou have (Faculty)'s picture?,8,yes
,,Do yiu have (Faculty)'s picture?,8,yes
,,Do ypu have (Faculty)'s picture?,8,yes
,,Do yoy have (Faculty)'s picture?,8,yes
,,Do yoi have (Faculty)'s picture?,8,yes
,,Do you gave (Faculty)'s picture?,8,yes
,,Do you jave (Faculty)'s picture?,8,yes
,,Do you hsve (Faculty)'s picture?,8,yes
,,Do you hace (Faculty)'s picture?,8,yes
,,Do you habe (Faculty)'s picture?,8,yes
,,Do you havw (Faculty)'s picture?,8,yes
,,Do you havr (Faculty)'s picture?,8,yes
,,Do you have (Faculty)'a picture?,8,yes
,,Do you have (Faculty)'d picture?,8,yes
,,Do you have (Faculty)'s oicture?,8,yes
,,Do you have (Faculty)'s pucture?,8,yes
,,Do you have (Faculty)'s pocture?,8,yes
,,Do you have (Faculty)'s pixture?,8,yes
,,Do you have (Faculty)'s pivture?,8,yes
,,Do you have (Faculty)'s picrure?,8,yes
,,Do you have (Faculty)'s picyure?,8,yes
,,Do you have (Faculty)'s pictyre?,8,yes
,,Do you have (Faculty)'s pictire?,8,yes
,,Do you have (Faculty)'s pictuee?,8,yes
,,Do you have (Faculty)'s pictute?,8,yes
,,Do you have (Faculty)'s picturw?,8,yes
,,Do you have (Faculty)'s picturr?,8,yes
,,(Faculty)'s picture?,8,yes
,,(Faculty)'a picture?,8,yes
,,(Faculty)'d picture?,8,yes
,,(Faculty)'s oicture?,8,yes
,,(Faculty)'s pucture?,8,yes
,,(Faculty)'s pocture?,8,yes
,,(Faculty)'s pixture?,8,yes
,,(Faculty)'s pivture?,8,yes
,,(Faculty)'s picrure?,8,yes
,,(Faculty)'s picyure?,8,yes
,,(Faculty)'s pictyre?,8,yes
,,(Faculty)'s pictire?,8,yes
,,(Faculty)'s pictuee?,8,yes
,,(Faculty)'s pictute?,8,yes
,,(Faculty)'s picturw?,8,yes
,,(Faculty)'s picturr?,8,yes
,,(Faculty)'s picture?,8,yes
,,(Faculty)'a picture?,8,yes
,,(Faculty)'d picture?,8,yes
,,(Faculty)'s oicture?,8,yes
,,(Faculty)'s pucture?,8,yes
,,(Faculty)'s pocture?,8,yes
,,(Faculty)'s pixture?,8,yes
,,(Faculty)'s pivture?,8,yes
,,(Faculty)'s picrure?,8,yes
,,(Faculty)'s picyure?,8,yes
,,(Faculty)'s pictyre?,8,yes
,,(Faculty)'s pictire?,8,yes
,,(Faculty)'s pictuee?,8,yes
,,(Faculty)'s pictute?,8,yes
,,(Faculty)'s picturw?,8,yes
,,(Faculty)'s picturr?,8,yes
,,,,
,What is Mongan's research interestr?,What is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,Qhat is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,Ehat is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,Wgat is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,Wjat is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,Whst is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,Whar is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,Whay is (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,What us (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,What os (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,What ia (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,What id (Faculty)'s research interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'a research interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'d research interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s eesearch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s tesearch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s rwsearch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s rrsearch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s reaearch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s redearch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s reswarch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s resrarch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s resesrch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s reseaech interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s reseatch interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s researxh interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s researvh interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s researcg interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s researcj interest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research unterest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research onterest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research ibterest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research imterest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research inrerest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research inyerest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research intwrest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research intrrest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research inteeest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research intetest? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research interwst? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research interrst? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research intereat? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research interedt? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research interesr? ,9,yes
,What is Mongan's research interestr?,What is (Faculty)'s research interesy? ,9,yes
,,What is (Faculty)'s area of research?,9,yes
,,Qhat is (Faculty)'s area of research?,9,yes
,,Ehat is (Faculty)'s area of research?,9,yes
,,Wgat is (Faculty)'s area of research?,9,yes
,,Wjat is (Faculty)'s area of research?,9,yes
,,Whst is (Faculty)'s area of research?,9,yes
,,Whar is (Faculty)'s area of research?,9,yes
,,Whay is (Faculty)'s area of research?,9,yes
,,What us (Faculty)'s area of research?,9,yes
,,What os (Faculty)'s area of research?,9,yes
,,What ia (Faculty)'s area of research?,9,yes
,,What id (Faculty)'s area of research?,9,yes
,,What is (Faculty)'a area of research?,9,yes
,,What is (Faculty)'d area of research?,9,yes
,,What is (Faculty)'s srea of research?,9,yes
,,What is (Faculty)'s aeea of research?,9,yes
,,What is (Faculty)'s atea of research?,9,yes
,,What is (Faculty)'s arwa of research?,9,yes
,,What is (Faculty)'s arra of research?,9,yes
,,What is (Faculty)'s ares of research?,9,yes
,,What is (Faculty)'s area if research?,9,yes
,,What is (Faculty)'s area pf research?,9,yes
,,What is (Faculty)'s area od research?,9,yes
,,What is (Faculty)'s area og research?,9,yes
,,What is (Faculty)'s area of eesearch?,9,yes
,,What is (Faculty)'s area of tesearch?,9,yes
,,What is (Faculty)'s area of rwsearch?,9,yes
,,What is (Faculty)'s area of rrsearch?,9,yes
,,What is (Faculty)'s area of reaearch?,9,yes
,,What is (Faculty)'s area of redearch?,9,yes
,,What is (Faculty)'s area of reswarch?,9,yes
,,What is (Faculty)'s area of resrarch?,9,yes
,,What is (Faculty)'s area of resesrch?,9,yes
,,What is (Faculty)'s area of reseaech?,9,yes
,,What is (Faculty)'s area of reseatch?,9,yes
,,What is (Faculty)'s area of researxh?,9,yes
,,What is (Faculty)'s area of researvh?,9,yes
,,What is (Faculty)'s area of researcg?,9,yes
,,What is (Faculty)'s area of researcj?,9,yes
,,What does (Faculty) research?,9,yes
,,Qhat does (Faculty) research?,9,yes
,,Ehat does (Faculty) research?,9,yes
,,Wgat does (Faculty) research?,9,yes
,,Wjat does (Faculty) research?,9,yes
,,Whst does (Faculty) research?,9,yes
,,Whar does (Faculty) research?,9,yes
,,Whay does (Faculty) research?,9,yes
,,What soes (Faculty) research?,9,yes
,,What foes (Faculty) research?,9,yes
,,What dies (Faculty) research?,9,yes
,,What dpes (Faculty) research?,9,yes
,,What dows (Faculty) research?,9,yes
,,What dors (Faculty) research?,9,yes
,,What doea (Faculty) research?,9,yes
,,What doed (Faculty) research?,9,yes
,,What does (Faculty) eesearch?,9,yes
,,What does (Faculty) tesearch?,9,yes
,,What does (Faculty) rwsearch?,9,yes
,,What does (Faculty) rrsearch?,9,yes
,,What does (Faculty) reaearch?,9,yes
,,What does (Faculty) redearch?,9,yes
,,What does (Faculty) reswarch?,9,yes
,,What does (Faculty) resrarch?,9,yes
,,What does (Faculty) resesrch?,9,yes
,,What does (Faculty) reseaech?,9,yes
,,What does (Faculty) reseatch?,9,yes
,,What does (Faculty) researxh?,9,yes
,,What does (Faculty) researvh?,9,yes
,,What does (Faculty) researcg?,9,yes
,,What does (Faculty) researcj?,9,yes
,,What is (Faculty) interested in?,9,yes
,,Qhat is (Faculty) interested in?,9,yes
,,Ehat is (Faculty) interested in?,9,yes
,,Wgat is (Faculty) interested in?,9,yes
,,Wjat is (Faculty) interested in?,9,yes
,,Whst is (Faculty) interested in?,9,yes
,,Whar is (Faculty) interested in?,9,yes
,,Whay is (Faculty) interested in?,9,yes
,,What us (Faculty) interested in?,9,yes
,,What os (Faculty) interested in?,9,yes
,,What ia (Faculty) interested in?,9,yes
,,What id (Faculty) interested in?,9,yes
,,What is (Faculty) unterested in?,9,yes
,,What is (Faculty) onterested in?,9,yes
,,What is (Faculty) ibterested in?,9,yes
,,What is (Faculty) imterested in?,9,yes
,,What is (Faculty) inrerested in?,9,yes
,,What is (Faculty) inyerested in?,9,yes
,,What is (Faculty) intwrested in?,9,yes
,,What is (Faculty) intrrested in?,9,yes
,,What is (Faculty) inteeested in?,9,yes
,,What is (Faculty) intetested in?,9,yes
,,What is (Faculty) interwsted in?,9,yes
,,What is (Faculty) interrsted in?,9,yes
,,What is (Faculty) intereated in?,9,yes
,,What is (Faculty) interedted in?,9,yes
,,What is (Faculty) interesred in?,9,yes
,,What is (Faculty) interesyed in?,9,yes
,,What is (Faculty) interestwd in?,9,yes
,,What is (Faculty) interestrd in?,9,yes
,,What is (Faculty) interestes in?,9,yes
,,What is (Faculty) interestef in?,9,yes
,,What is (Faculty) interested un?,9,yes
,,What is (Faculty) interested on?,9,yes
,,What is (Faculty) interested ib?,9,yes
,,What is (Faculty) interested im?,9,yes
,,Where does (Faculty) specialize?,9,yes
,,Qhere does (Faculty) specialize?,9,yes
,,Ehere does (Faculty) specialize?,9,yes
,,Wgere does (Faculty) specialize?,9,yes
,,Wjere does (Faculty) specialize?,9,yes
,,Whwre does (Faculty) specialize?,9,yes
,,Whrre does (Faculty) specialize?,9,yes
,,Wheee does (Faculty) specialize?,9,yes
,,Whete does (Faculty) specialize?,9,yes
,,Wherw does (Faculty) specialize?,9,yes
,,Wherr does (Faculty) specialize?,9,yes
,,Where soes (Faculty) specialize?,9,yes
,,Where foes (Faculty) specialize?,9,yes
,,Where dies (Faculty) specialize?,9,yes
,,Where dpes (Faculty) specialize?,9,yes
,,Where dows (Faculty) specialize?,9,yes
,,Where dors (Faculty) specialize?,9,yes
,,Where doea (Faculty) specialize?,9,yes
,,Where doed (Faculty) specialize?,9,yes
,,Where does (Faculty) apecialize?,9,yes
,,Where does (Faculty) dpecialize?,9,yes
,,Where does (Faculty) soecialize?,9,yes
,,Where does (Faculty) spwcialize?,9,yes
,,Where does (Faculty) sprcialize?,9,yes
,,Where does (Faculty) spexialize?,9,yes
,,Where does (Faculty) spevialize?,9,yes
,,Where does (Faculty) specualize?,9,yes
,,Where does (Faculty) specoalize?,9,yes
,,Where does (Faculty) specislize?,9,yes
,,Where does (Faculty) speciakize?,9,yes
,,Where does (Faculty) specialuze?,9,yes
,,Where does (Faculty) specialoze?,9,yes
,,Where does (Faculty) specialixe?,9,yes
,,Where does (Faculty) specializw?,9,yes
,,Where does (Faculty) specializr?,9,yes
,,What is (Faculty)'s interest? ,9,yes
,,Qhat is (Faculty)'s interest? ,9,yes
,,Ehat is (Faculty)'s interest? ,9,yes
,,Wgat is (Faculty)'s interest? ,9,yes
,,Wjat is (Faculty)'s interest? ,9,yes
,,Whst is (Faculty)'s interest? ,9,yes
,,Whar is (Faculty)'s interest? ,9,yes
,,Whay is (Faculty)'s interest? ,9,yes
,,What us (Faculty)'s interest? ,9,yes
,,What os (Faculty)'s interest? ,9,yes
,,What ia (Faculty)'s interest? ,9,yes
,,What id (Faculty)'s interest? ,9,yes
